,Unnamed: 0,lng,lat,id,icon_caption_x,speed_limit,raw_text,icon_caption_y,geom_type,geometry,id_clean,dist_m
22,45,71.3998188,51.0824147,3a292bf8-328a-11ee-a212-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU100 Нур-Султан, от просп. Т?ран в сторону ул. Турара Рыскулова Старый номер: KZ-KZ-AST-8959 Дата последних изменений: 2023-08-04 07:46:15 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.3998188 51.0824147, 71.395526816172 51.082508854129, 71.39583691601 51.083425341717, 71.3998188 51.0824147))",3a292bf8-328a-11ee-a212-001876201992,1386.4510022878012
23,46,71.3884884,51.0815922,91f180da-2c13-11e5-a827-3440b5d7,Контроль ПДД,60,Скопировать ссылку на точку 01-Астана VOCORD Cyclops Старый номер: KZ-KZ-AST-1529 Дата последних изменений: 2023-07-12 06:48:05 Ограничение скорости: 60 [edit] [copy] Фото 1 из 1 в базе с 2016-05-01 03:35:57:,Контроль ПДД,Polygon,"POLYGON ((71.3884884 51.0815922, 71.388388482462 51.079794711716, 71.387415895706 51.079924581951, 71.3884884 51.0815922))",91f180da-2c13-11e5-a827-3440b5d7,2128.7018957073365
24,47,71.388017,51.081192,cc1782f2-2c13-11e5-a827-3440b5d7,Контроль ПДД,60,Скопировать ссылку на точку 01-Астана VOCORD Cyclops Старый номер: KZ-KZ-AST-1530 Дата последних изменений: 2023-07-12 06:47:31 Ограничение скорости: 60 [edit] [copy] Фото 1 из 1 в базе с 2016-05-01 03:35:24:,Контроль ПДД,Polygon,"POLYGON ((71.388017 51.081192, 71.388216711614 51.082986202691, 71.389181482815 51.082835088323, 71.388017 51.081192))",cc1782f2-2c13-11e5-a827-3440b5d7,2176.862978134767
25,48,71.3950131,51.0998046,b16d754e-2c14-11e5-a827-3440b5d7,Контроль ПДД,60,"Скопировать ссылку на точку 01 Нур-Султан, пр. Туран/пр. Улы Дала - Сергек ASTP144 -КРЗ- Старый номер: KZ-KZ-AST-1531 Дата последних изменений: 2023-06-28 18:41:37 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.3950131 51.0998046, 71.394888153883 51.097557739645, 71.393671941582 51.097720077439, 71.3950131 51.0998046))",b16d754e-2c14-11e5-a827-3440b5d7,1900.5866851111418
26,49,71.3949111,51.1002741,c0bc20d0-2c14-11e5-a827-3440b5d7,Контроль ПДД,60,"Скопировать ссылку на точку 01 Нур-Султан, пр. Туран/пр. Улы Дала - Сергек ASTP144 -КРЗ- Старый номер: KZ-KZ-AST-1532 Дата последних изменений: 2023-06-28 18:41:44 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.3949111 51.1002741, 71.395036047051 51.102520960363, 71.396252271728 51.10235862264, 71.3949111 51.1002741))",c0bc20d0-2c14-11e5-a827-3440b5d7,1938.7677019412477
27,50,71.4266016,51.0955029,17a523fb-2c15-11e5-a827-3440b5d7,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP192-КРЗ- Нур-Султан, просп. Мангилик Ел/пр. Улы Дала - Сергек Старый номер: KZ-KZ-AST-1533 Дата последних изменений: 2020-09-28 10:18:40 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4266016 51.0955029, 71.423744699264 51.095628362617, 71.423985318027 51.096234449738, 71.4266016 51.0955029))",17a523fb-2c15-11e5-a827-3440b5d7,994.5032009373361
28,51,71.4272132,51.0955536,2e6b38a2-2c15-11e5-a827-3440b5d7,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP192-КРЗ- Нур-Султан, просп. Мангилик Ел/пр. Улы Дала - Сергек Старый номер: KZ-KZ-AST-1534 Дата последних изменений: 2020-09-28 10:18:58 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4272132 51.0955536, 71.430075335533 51.095490830749, 71.429868543661 51.094879839011, 71.4272132 51.0955536))",2e6b38a2-2c15-11e5-a827-3440b5d7,1029.3077692788695
29,52,71.4269074,51.0952631,45f0f917-2c15-11e5-a827-3440b5d7,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP192-КРЗ- Нур-Султан, от просп. Улы Дала в сторону ул. Букар жырау Старый номер: KZ-KZ-AST-1535 Дата последних изменений: 2023-07-07 15:54:33 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4269074 51.0952631, 71.426832439693 51.093914983787, 71.426102783986 51.094012386463, 71.4269074 51.0952631))",45f0f917-2c15-11e5-a827-3440b5d7,991.7150165271408
30,53,71.4269557,51.0957731,556aa7fb-2c15-11e5-a827-3440b5d7,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP192-КРЗ- Нур-Султан, просп. Мангилик Ел/пр. Улы Дала - Сергек Старый номер: KZ-KZ-AST-1536 Дата последних изменений: 2020-09-28 10:22:45 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4269557 51.0957731, 71.427030660933 51.097121216218, 71.427760324702 51.097023813584, 71.4269557 51.0957731))",556aa7fb-2c15-11e5-a827-3440b5d7,1033.196977423177
38,62,71.4268477,51.0949297,31059695-4a78-11e6-9d35-5254a201,Контроль ПДД,60,Скопировать ссылку на точку 01 Астана VOCORD Cyclops Старый номер: KZ-KZ-AST-1731 Дата последних изменений: 2023-07-07 15:53:58 Ограничение скорости: 60 [edit] [copy] Фото 1 из 1 в базе с 2016-07-15 12:37:55:,Контроль ПДД,Polygon,"POLYGON ((71.4268477 51.0949297, 71.426348271978 51.090444193302, 71.423935627533 51.090821979364, 71.4268477 51.0949297))",31059695-4a78-11e6-9d35-5254a201,963.9562802214092
39,63,71.4270412,51.0961252,8de62edf-4a78-11e6-9d35-5254a201,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01 Нур-Султан, просп. Мангилик Ел/пр. Улы Дала - Вокорд Циклоп Старый номер: KZ-KZ-AST-1732 Дата последних изменений: 2020-09-28 10:23:46 Ограничение скорости: 60 [edit] [copy] Фото 1 из 1 в базе с 2016-07-15 12:40:30:",Контроль ПДД,Polygon,"POLYGON ((71.4270412 51.0961252, 71.427191123007 51.098821432435, 71.428650461659 51.098626627168, 71.4270412 51.0961252))",8de62edf-4a78-11e6-9d35-5254a201,1065.1964911095774
88,114,71.4090697,51.1071949,5fe07757-bfa0-11e7-90a3-00187620,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU65 Нур-Султан, от просп. ?абанбай Батыр в сторону ул. Орынбор Старый номер: KZ-KZ-AST-2055 Дата последних изменений: 2020-09-29 10:45:30 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4090697 51.1071949, 71.408882298276 51.104949751201, 71.407670589192 51.105125393365, 71.4090697 51.1071949))",5fe07757-bfa0-11e7-90a3-00187620,2060.337020354576
89,115,71.4090088,51.1074962,9795e2b2-bfa0-11e7-90a3-00187620,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU63 Нур-Султан, от просп. Улы Дала в сторону ул. Орынбор Старый номер: KZ-KZ-AST-2056 Дата последних изменений: 2020-09-29 10:47:52 Ограничение скорости: 60 [edit] [copy]",,,,,2093.8470594318615
97,123,71.4316147,51.1084692,f8446f53-bfa1-11e7-90a3-00187620,Контроль ПДД,60,"Скопировать ссылку на точку 01 Астана, ул. Мангилик ели -ул.№24 - Сергек Старый номер: KZ-KZ-AST-2064 Дата последних изменений: 2017-11-02 08:46:43 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4316147 51.1084692, 71.431514724369 51.106671711716, 71.430541572133 51.106801581951, 71.4316147 51.1084692))",f8446f53-bfa1-11e7-90a3-00187620,2385.970485842722
98,124,71.4284818,51.1001678,40994cbe-bfa2-11e7-90a3-00187620,Контроль ПДД,60,"Скопировать ссылку на точку 01 Нур-Султан, пр. Мангилик ел/ул. Бухар Жырау - Сергек ASTP57-КРЗ- Старый номер: KZ-KZ-AST-2065 Дата последних изменений: 2020-09-28 10:31:46 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4284818 51.1001678, 71.428581757411 51.10196528829, 71.429554734915 51.101835418112, 71.4284818 51.1001678))",40994cbe-bfa2-11e7-90a3-00187620,1477.6064939174794
99,125,71.4284765,51.0996781,4cecea4e-bfa2-11e7-90a3-00187620,Контроль ПДД,60,"Скопировать ссылку на точку 01 Астана, ул. Мангилик ели -ул.№26 - Сергек 01 Нур-Султан, пр. Мангилик ел/ул. Бухар Жырау - Сергек ASTP57-КРЗ- Старый номер: KZ-KZ-AST-2066 Дата последних изменений: 2020-09-28 10:32:04 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4284765 51.0996781, 71.42837654338 51.097880611716, 71.427403576201 51.098010481951, 71.4284765 51.0996781))",4cecea4e-bfa2-11e7-90a3-00187620,1432.9898255223573
100,126,71.4058562,51.0987569,78b32ffb-bfa2-11e7-90a3-00187620,Контроль ПДД,60,"Скопировать ссылку на точку 01 Астана, пр. Кабанбай батыра – Улы дала - Сергек Старый номер: KZ-KZ-AST-2067 Дата последних изменений: 2017-11-02 08:50:18 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4058562 51.0987569, 71.406055987478 51.100551102691, 71.407021125163 51.100399988323, 71.4058562 51.0987569))",78b32ffb-bfa2-11e7-90a3-00187620,1289.085532873933
101,127,71.4062049,51.0985441,839312ab-bfa2-11e7-90a3-00187620,Контроль ПДД,60,"Скопировать ссылку на точку 01 Астана, пр. Кабанбай батыра – Улы дала - Сергек Старый номер: KZ-KZ-AST-2068 Дата последних изменений: 2017-11-02 08:50:37 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4062049 51.0985441, 71.409067220656 51.098481330749, 71.408860415408 51.097870339011, 71.4062049 51.0985441))",839312ab-bfa2-11e7-90a3-00187620,1255.7624854969213
102,128,71.4058777,51.0983077,8fe74f5a-bfa2-11e7-90a3-00187620,Контроль ПДД,60,"Скопировать ссылку на точку 01 Астана, пр. Кабанбай батыра – Улы дала - Сергек Старый номер: KZ-KZ-AST-2069 Дата последних изменений: 2017-11-02 08:50:57 Ограничение скорости: 60 [edit] [copy]",,,,,1247.5676341290673
103,129,71.4055183,51.0984901,9bb9715a-bfa2-11e7-90a3-00187620,Контроль ПДД,60,"Скопировать ссылку на точку 01 Астана, пр. Кабанбай батыра – Улы дала - Сергек Старый номер: KZ-KZ-AST-2070 Дата последних изменений: 2017-11-02 08:51:17 Ограничение скорости: 60 [edit] [copy]",,,,,1278.7790822681143
106,132,71.443099,51.0933351,f5129bbf-dda9-11eb-a44f-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP350 Нур-Султан, пересечение ул. Улы Дала - ул.Касыма Кайселова Старый номер: KZ-KZ-AST-5853 Дата последних изменений: 2021-07-05 17:59:19 Ограничение скорости: 60 [edit] [copy] Фото 1 из 1 в базе с 2021-07-05 17:59:19:",Контроль ПДД,Polygon,"POLYGON ((71.443099 51.0933351, 71.447384150237 51.093146906327, 71.447023239149 51.092237775624, 71.443099 51.0933351))",f5129bbf-dda9-11eb-a44f-001876201992,1917.8177651767105
107,133,71.4425197,51.0932472,daa8f4ea-dda9-11eb-a44f-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP350 Нур-Султан, пересечение ул. Улы Дала - ул.Касыма Кайселова Старый номер: KZ-KZ-AST-5852 Дата последних изменений: 2021-07-05 17:58:35 Ограничение скорости: 60 [edit] [copy] Фото 1 из 1 в базе с 2021-07-05 17:58:35:",Контроль ПДД,Polygon,"POLYGON ((71.4425197 51.0932472, 71.438234557936 51.093435393925, 71.438595468474 51.094344524606, 71.4425197 51.0932472))",daa8f4ea-dda9-11eb-a44f-001876201992,1876.1976566074684
108,134,71.4497023,51.0919927,a43738f8-dda9-11eb-a44f-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP350 Нур-Султан, пересечение ул. Улы Дала - просп. Тауелсиздик Старый номер: KZ-KZ-AST-5851 Дата последних изменений: 2021-07-05 17:57:02 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4497023 51.0919927, 71.449552389989 51.089296467574, 71.448093181777 51.089491272926, 71.4497023 51.0919927))",a43738f8-dda9-11eb-a44f-001876201992,2344.372823747841
109,135,71.449595,51.0925602,96d80416-dda9-11eb-a44f-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP350 Нур-Султан, пересечение ул. Улы Дала - просп. Тауелсиздик Старый номер: KZ-KZ-AST-5850 Дата последних изменений: 2021-07-05 17:56:40 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.449595 51.0925602, 71.449744911449 51.095256432435, 71.451204137597 51.095061627168, 71.449595 51.0925602))",96d80416-dda9-11eb-a44f-001876201992,2345.9982000014047
110,136,71.4492088,51.0922764,88397976-dda9-11eb-a44f-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP350 Нур-Султан, пересечение ул. Улы Дала - просп. Тауелсиздик Старый номер: KZ-KZ-AST-5849 Дата последних изменений: 2021-07-05 17:56:15 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4492088 51.0922764, 71.444915900967 51.092370554129, 71.445226066929 51.093287041717, 71.4492088 51.0922764))",88397976-dda9-11eb-a44f-001876201992,2314.5725160877096
111,137,71.4500992,51.0923575,765a2681-dda9-11eb-a44f-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTP350 Нур-Султан, пересечение ул. Улы Дала - просп. Тауелсиздик Старый номер: KZ-KZ-AST-5848 Дата последних изменений: 2021-07-05 17:55:46 Ограничение скорости: 60 [edit] [copy] Фото 1 из 1 в базе с 2021-07-05 17:55:46:",Контроль ПДД,Polygon,"POLYGON ((71.4500992 51.0923575, 71.454388836445 51.09221630472, 71.454053250419 51.091303356519, 71.4500992 51.0923575))",765a2681-dda9-11eb-a44f-001876201992,2377.4065946782566
121,148,71.400146,51.0822593,d26d4202-ec83-11ea-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU100 Нур-Султан, от просп. Т?ран в сторону ул. Турара Рыскулова Старый номер: KZ-KZ-AST-4040 Дата последних изменений: 2023-08-04 07:45:45 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.400146 51.0822593, 71.399946162043 51.078664323431, 71.398000960481 51.078924063902, 71.400146 51.0822593))",d26d4202-ec83-11ea-9092-001876201992,1377.0755774491022
122,149,71.4001406,51.0826377,d26d4282-ec83-11ea-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU100 Нур-Султан, от просп. Т?ран в сторону ул. Турара Рыскулова Старый номер: KZ-KZ-AST-4041 Дата последних изменений: 2023-08-04 07:46:01 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4001406 51.0826377, 71.400290479292 51.085333932435, 71.401749392426 51.085139127168, 71.4001406 51.0826377))",d26d4282-ec83-11ea-9092-001876201992,1354.0828778475732
123,150,71.3931754,51.0948397,d26d5805-ec83-11ea-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU127 Нур-Султан, от просп. ?абанбай Батыр в сторону просп. Улы Дала Старый номер: KZ-KZ-AST-4100 Дата последних изменений: 2023-06-28 18:41:15 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.3931754 51.0948397, 71.392875637364 51.091247461921, 71.390937420896 51.091528489383, 71.3931754 51.0948397))",d26d5805-ec83-11ea-9092-001876201992,1738.2835945904612
124,151,71.392816,51.0944918,d26d58c1-ec83-11ea-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU128 Нур-Султан, от просп. Улы Дала в сторону просп. Т?ран Старый номер: KZ-KZ-AST-4102 Дата последних изменений: 2023-06-28 18:41:27 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.392816 51.0944918, 71.393115759845 51.098084038096, 71.395053961772 51.097803010748, 71.392816 51.0944918))",d26d58c1-ec83-11ea-9092-001876201992,1748.479523202787
125,152,71.4034077,51.0913782,d26d5a22-ec83-11ea-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU129 Нур-Султан, от ул. Турара Рыскулова в сторону просп. Улы Дала Старый номер: KZ-KZ-AST-4106 Дата последних изменений: 2020-09-29 09:49:42 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4034077 51.0913782, 71.403295297426 51.090031110721, 71.402568520655 51.090136496019, 71.4034077 51.0913782))",d26d5a22-ec83-11ea-9092-001876201992,939.096532836686
132,159,71.4097703,51.0852346,d26d62ed-ec83-11ea-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU145 Нур-Султан, от просп. ?абанбай Батыр в сторону просп. Мангилик Ел Старый номер: KZ-KZ-AST-4130 Дата последних изменений: 2020-10-13 16:17:35 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4097703 51.0852346, 71.40762581208 51.085305197766, 71.407793579322 51.085761671856, 71.4097703 51.0852346))",d26d62ed-ec83-11ea-9092-001876201992,644.2600109569773
133,160,71.402327,51.0887757,d26d6732-ec83-11ea-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU155 Нур-Султан, от просп. Улы Дала в сторону ул. Турара Рыскулова Старый номер: KZ-KZ-AST-4141 Дата последних изменений: 2020-09-29 09:37:34 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.402327 51.0887757, 71.402476861398 51.090571819048, 71.403445842585 51.090431305374, 71.402327 51.0887757))",d26d6732-ec83-11ea-9092-001876201992,985.7078950135017
134,161,71.4030094,51.0904366,d26d67ef-ec83-11ea-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU156 Нур-Султан, от ул. Турара Рыскулова в сторону просп. Улы Дала Старый номер: KZ-KZ-AST-4143 Дата последних изменений: 2020-09-29 10:19:41 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4030094 51.0904366, 71.402884479194 51.088189739645, 71.401668513267 51.088352077439, 71.4030094 51.0904366))",d26d67ef-ec83-11ea-9092-001876201992,945.8663520486455
160,190,71.3875269,51.0791963,d26daba8-ec83-11ea-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU240 Нур-Султан, от шоссе ?ар?аралы в сторону просп. Улы Дала Старый номер: KZ-KZ-AST-4326 Дата последних изменений: 2023-06-28 18:39:15 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.3875269 51.0791963, 71.388272597953 51.076539410948, 71.386781202838 51.07653941086, 71.3875269 51.0791963))",d26daba8-ec83-11ea-9092-001876201992,2307.124649639665
163,193,71.4192048,51.0743321,d26dbaca-ec83-11ea-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU259 Нур-Султан, от ул. Турара Рыскулова в сторону просп. ?абанбай Батыр Старый номер: KZ-KZ-AST-4366 Дата последних изменений: 2023-07-07 15:58:12 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4192048 51.0743321, 71.419354652389 51.077028332435, 71.420813303653 51.076833527168, 71.4192048 51.0743321))",d26dbaca-ec83-11ea-9092-001876201992,1670.1621651152539
164,194,71.4294722,51.102462,d26dbb7b-ec83-11ea-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU26 Нур-Султан, от ул. Орынбор в сторону ул. Букар жырау Старый номер: KZ-KZ-AST-4368 Дата последних изменений: 2020-09-28 10:34:17 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4294722 51.102462, 71.429372237361 51.100664511716, 71.428399211589 51.100794381951, 71.4294722 51.102462))",d26dbb7b-ec83-11ea-9092-001876201992,1728.8873468472846
166,196,71.4306129,51.1061352,d26dc3ee-ec83-11ea-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU27 Нур-Султан, от ул. Букар жырау в сторону ул. Орынбор Старый номер: KZ-KZ-AST-4392 Дата последних изменений: 2020-09-28 10:37:15 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4306129 51.1061352, 71.430812719368 51.107929402691, 71.431778011108 51.107778288323, 71.4306129 51.1061352))",d26dc3ee-ec83-11ea-9092-001876201992,2123.073840032685
167,197,71.4151615,51.0971485,d26dd2ae-ec83-11ea-9092-001876201992,Контроль ПДД,60,"Скопировать ссылку на точку KZ-01-ID:ASTLU29 Нур-Султан, от ул. Сауран в сторону ул. А?мешіт Старый номер: KZ-KZ-AST-4433 Дата последних изменений: 2020-10-12 15:13:19 Ограничение скорости: 60 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4151615 51.0971485, 71.412301446068 51.097242630355, 71.412525193357 51.097851262475, 71.4151615 51.0971485))",d26dd2ae-ec83-11ea-9092-001876201992,882.6597431731877
172,202,71.4123782,51.1000533,d26de291-ec83-11ea-9092-001876201992,Контроль ПДД,40,"Скопировать ссылку на точку KZ-01-ID:ASTLU305 Нур-Султан, от просп. Улы Дала в сторону ул. Букар жырау Старый номер: KZ-KZ-AST-4471 Дата последних изменений: 2025-08-01 06:43:49 Ограничение скорости: 40 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.4123782 51.1000533, 71.412178406653 51.098259097321, 71.411213241927 51.098410211746, 71.4123782 51.1000533))",d26de291-ec83-11ea-9092-001876201992,1233.9868615703826
173,204,71.3957341,51.0832035,d26de815-ec83-11ea-9092-001876201992,Контроль ПДД,40,"Скопировать ссылку на точку KZ-01-ID:ASTLU313 Нур-Султан, от просп. ?абанбай Батыр в сторону просп. Т?ран Старый номер: KZ-KZ-AST-4486 Дата последних изменений: 2020-10-13 15:59:50 Ограничение скорости: 40 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.3957341 51.0832035, 71.400022887543 51.08306230472, 71.399687367929 51.082149356519, 71.3957341 51.0832035))",d26de815-ec83-11ea-9092-001876201992,1593.622758096571
174,205,71.3966589,51.0828823,d26de8ca-ec83-11ea-9092-001876201992,Контроль ПДД,40,"Скопировать ссылку на точку KZ-01-ID:ASTLU314 Нур-Султан, от просп. Т?ран в сторону просп. ?абанбай Батыр Старый номер: KZ-KZ-AST-4488 Дата последних изменений: 2020-10-13 16:00:53 Ограничение скорости: 40 [edit] [copy]",Контроль ПДД,Polygon,"POLYGON ((71.3966589 51.0828823, 71.392370142256 51.083023495532, 71.392705659677 51.083936443713, 71.3966589 51.0828823))",d26de8ca-ec83-11ea-9092-001876201992,1551.2775677486695
